timestamp,topic,msg_type,_angular_velocity,_b,_g,_linear_velocity,_r,_theta,_x,_y
1762368215.783721,/turtle2/pose,turtlesim/msg/Pose,0.0,,,0.0,,0.0,0.0,0.0
1762368215.7998333,/turtle1/color_sensor,turtlesim/msg/Color,,255,255,,255,,,
1762368215.800041,/turtle1/pose,turtlesim/msg/Pose,0.0,,,0.0,,0.800000011920929,5.544444561004639,5.544444561004639
1762368215.800104,/turtle2/color_sensor,turtlesim/msg/Color,,255,255,,255,,,
1762368215.8001604,/turtle2/pose,turtlesim/msg/Pose,0.0,,,0.0,,0.0,0.0,0.0
1762368215.8167853,/turtle1/color_sensor,turtlesim/msg/Color,,255,255,,255,,,
1762368215.816983,/turtle1/pose,turtlesim/msg/Pose,0.0,,,0.0,,0.800000011920929,5.544444561004639,5.544444561004639
1762368215.8170562,/turtle2/color_sensor,turtlesim/msg/Color,,255,255,,255,,,
1762368215.8171172,/turtle2/pose,turtlesim/msg/Pose,0.0,,,0.0,,0.0,0.0,0.0
1762368215.8327532,/turtle1/color_sensor,turtlesim/msg/Color,,255,255,,255,,,
1762368215.832994,/turtle1/pose,turtlesim/msg/Pose,0.0,,,0.0,,0.800000011920929,5.544444561004639,5.544444561004639
1762368215.8330863,/turtle2/color_sensor,turtlesim/msg/Color,,255,255,,255,,,
